cantidad,tiempo_ms
2200,9442.484855651855
3700,9199.979877471924
1000,5228.092002868652
100,40.15059471130371
10,14.390420913696289
1100,3914.6955966949463
1200,4899.742269515991
1300,5991.228246688843
1400,2027.1334171295166
1500,5739.138460159302
1600,4786.722040176392
1700,5745.077896118164
1800,4992.138385772705
1900,7252.70562171936
2000,7404.054069519043
200,398.4142303466797
20,12.5274658203125
2100,8650.856494903564
2300,7870.790576934814
2400,11996.336364746094
2500,10742.001247406006
2600,9170.003890991211
2700,5816.312074661255
2800,5863.227844238281
2900,9357.28874206543
3000,11060.440826416016
300,1014.0930652618408
30,15.053462982177734
3100,13197.750854492188
3200,7664.483404159546
3300,14755.431365966797
3400,5763.663053512573
3500,10319.981288909912
3600,15690.593719482422
3800,14155.058813095093
3900,6240.924167633057
4000,14325.267171859741
400,374.86209869384766
40,15.825319290161133
4100,7151.295328140259
4200,22986.66067123413
4300,18335.663509368896
4400,8328.874254226685
4500,16200.788068771362
4600,25786.85746192932
4700,13686.488628387451
4800,12848.957395553589
4900,16490.20743370056
5000,18668.47710609436
500,1022.6933479309082
50,19.75860595703125
600,1360.5906009674072
60,49.141740798950195
700,1550.7786273956299
70,96.783447265625
800,2684.1638565063477
80,41.35847091674805
900,2102.4150371551514
90,91.09597206115723
