cantidad,tiempo_ms
20,24.048924446105957
100,15.611934661865234
105,14.829230308532715
10,11.517024040222168
110,18.320751190185547
115,18.45102310180664
120,16.960668563842773
125,14.171648025512695
130,14.32332992553711
135,14.652371406555176
140,14.802718162536621
145,14.916110038757324
150,16.395163536071777
155,15.191340446472168
15,9.480547904968262
160,17.034912109375
165,17.42088794708252
170,17.409157752990723
175,17.674946784973145
180,17.758488655090332
185,16.245532035827637
190,16.546297073364258
195,17.14756488800049
200,23.19774627685547
25,9.875869750976562
30,10.498785972595215
35,10.81392765045166
40,11.09774112701416
45,11.902379989624023
50,11.497235298156738
55,11.391663551330566
5,8.234667778015137
60,12.363672256469727
65,12.157702445983887
70,12.838172912597656
75,12.26351261138916
80,12.517714500427246
85,12.480020523071289
90,12.54429817199707
95,12.78698444366455
