cantidad,tiempo_ms
170,20.235061645507812
100,55.02772331237793
105,48.82891972859701
10,7.712364196777344
110,41.94776217142741
115,41.6569709777832
120,15.335639317830404
125,64.43667411804199
130,45.41134834289551
135,15.738487243652344
140,16.13616943359375
145,58.16912651062012
150,18.232107162475586
155,61.61745389302572
15,8.97979736328125
160,75.6230354309082
165,70.91418902079265
175,52.362680435180664
180,17.477671305338543
185,42.43326187133789
190,42.97343889872233
195,50.77258745829264
200,64.37548001607259
20,11.083761850992838
25,10.58657964070638
30,13.75110944112142
35,19.612709681193035
40,9.689251581827799
45,19.34043566385905
50,19.04598871866862
55,21.137158075968426
60,19.420464833577473
65,33.47166379292806
70,40.36736488342285
75,36.51674588521322
80,38.440704345703125
85,30.23370107014974
90,52.36649513244629
95,48.151254653930664
