cantidad,tiempo_ms
20,11.684036254882812
100,385.1998805999756
105,439.9921655654907
10,10.202431678771973
110,477.9928684234619
115,501.7307996749878
120,457.57455825805664
125,500.3079652786255
130,553.444504737854
135,1075.2948760986328
140,1358.7338209152222
145,1877.905035018921
150,1498.801040649414
155,1650.3047704696655
15,9.53967571258545
160,1200.1092195510864
165,1213.7051582336426
170,1763.2269144058228
175,1287.2474193572998
180,1340.9396409988403
185,1598.1488704681396
190,1398.9314556121826
195,1685.7812643051147
200,1632.3577404022217
25,13.689589500427246
30,14.346122741699219
35,16.730618476867676
40,64.38171863555908
45,141.89045429229736
50,16.97828769683838
55,157.06634521484375
5,10.06174087524414
60,153.47864627838135
65,169.42400932312012
70,216.0404920578003
75,219.4436550140381
80,479.5232057571411
85,639.9927139282227
90,376.03604793548584
95,383.9820146560669
