cantidad,tiempo_ms
20,9.410405158996582
100,14.809036254882812
105,12.246108055114746
10,7.339572906494141
110,11.96126937866211
115,12.320923805236816
120,12.360334396362305
125,12.932562828063965
130,13.234376907348633
135,15.624117851257324
140,13.658452033996582
145,16.88978672027588
150,14.771103858947754
155,14.922237396240234
15,8.281946182250977
160,16.003084182739258
165,14.613962173461914
170,15.252971649169922
175,15.3822660446167
180,15.979313850402832
185,15.596246719360352
190,16.600704193115234
195,16.507935523986816
200,16.80459976196289
25,8.319282531738281
30,8.397054672241211
35,9.274077415466309
40,12.181687355041504
45,12.897014617919922
50,18.14131736755371
55,11.534380912780762
5,7.222199440002441
60,10.228347778320312
65,22.294116020202637
70,29.429268836975098
75,18.772459030151367
80,18.31817626953125
85,16.06152057647705
90,13.276052474975586
95,13.308429718017578
