cantidad,tiempo_ms
170,382.45463371276855
100,32.18754132588705
105,48.32641283671061
10,0.24652481079101562
110,39.449612299601235
115,34.888267517089844
120,42.99696286519369
125,38.82447878519694
130,76.77412033081055
135,44.539451599121094
140,43.37128003438314
145,166.07030232747397
150,159.4716707865397
155,90.30032157897949
15,0.4138946533203125
160,74.08285140991211
165,55.60533205668131
175,119.49626604715984
180,510.54199536641437
185,545.0490315755209
190,407.7785015106201
195,386.5668773651123
200,489.7884527842204
20,0.34999847412109375
25,1.6024112701416016
30,1.2237230936686199
35,1.8304983774820964
40,1.1809666951497395
45,4.304329554239909
50,3.843069076538086
55,4.721244176228841
60,9.051799774169922
65,18.41131846110026
70,4.113117853800456
75,4.062096277872722
80,7.750511169433594
85,46.31574948628744
90,2.9120445251464844
95,28.13879648844401
