cantidad,tiempo_ms
20,0.024020671844482422
285,0.2747774124145508
100,0.03122091293334961
105,0.07202625274658203
10,0.012063980102539062
110,0.0699162483215332
115,0.12558698654174805
120,0.040411949157714844
125,0.038754940032958984
130,0.08100271224975586
135,0.42269229888916016
140,0.0384211540222168
145,0.047338008880615234
150,0.044655799865722656
155,0.04763603210449219
15,0.006234645843505859
160,0.04551410675048828
165,0.11080503463745117
170,0.06504058837890625
175,0.05080699920654297
180,0.05440711975097656
185,0.13248920440673828
190,0.1865863800048828
195,0.05315542221069336
200,0.056433677673339844
205,0.12892484664916992
210,0.1329183578491211
215,0.05933046340942383
220,0.061058998107910156
225,0.06210803985595703
230,0.06365776062011719
235,0.14522075653076172
240,0.06717443466186523
245,0.15169382095336914
250,0.1536250114440918
255,0.07079839706420898
25,0.017893314361572266
260,0.07971525192260742
265,0.08416175842285156
270,0.30579566955566406
275,0.08310079574584961
280,0.08122920989990234
290,0.0847935676574707
295,0.41763782501220703
300,0.31200647354125977
30,0.02034902572631836
35,0.010561943054199219
40,0.01201629638671875
45,0.013446807861328125
50,0.09086132049560547
55,0.016987323760986328
5,0.004875659942626953
60,0.021278858184814453
65,0.04451274871826172
70,0.019931793212890625
75,0.02105236053466797
80,0.022733211517333984
85,0.028264522552490234
90,0.061058998107910156
95,0.027239322662353516
